7	Ratio infectivity | G-A	0.8871503795468749	[0.756565591275, 0.989529282775]
8	Ratio infectivity | G-B	0.879134909671875	[0.7577241299999999, 0.989319957475]
9	Ratio infectivity | G-AB	0.862986912890625	[0.75962609015, 0.98953740805]
10	Prob sympt| infection with G-0	0.45301424253125006	[0.185216229025, 0.645354751575]
14	Prob resistance | Drug A	9.36373203125e-06	[5.17510525e-06, 1.4384104999999997e-05]
15	Prob resistance | Drug B	1.0227834218750001e-05	[6.084272e-06, 1.478197e-05]
16	Prob retreatment after failure | Symptomatic	0.9234586591875	[0.8171758121, 0.985773626825]
19	Infectivity of | I | Sym|G-0	3.9959944879531255	[3.802807325, 4.170652099774999]
27	Initial gonorrhea prevalence	0.022729669968749998	[0.0186852027, 0.027283989699999997]
28	Initial gonorrhea symptomatic	0.010962581125	[0.0008588319750000002, 0.0193165488]
29	Initial gonorrhea resistant to A	0.02023572721875	[0.001831697375, 0.03817634137499999]
30	Initial gonorrhea resistant to B	0.0175811915625	[0.0008135989500000001, 0.0350683884]
45	Time until recovery (without treatment) (years)	0.67171814225	[0.367873265725, 0.98206023335]
46	Time until screened (years)	1.9198226969218748	[0.729856984775, 3.3299724521249994]
47	Time until seeking treatment (symptomatic) (years)	0.019076743328125	[0.0028999488000000006, 0.03731660465]
48	Time until retreatment (years)	0.022530792937500002	[0.004951745475, 0.037564559175]
